,name,chapter,appeared,rolling_appearance
673994,Jesus Burgess,434,1,1.0
674015,Jozu,434,1,2.0
674147,Laffitte,434,1,1.0
674168,Lucky Roux,434,1,1.0
674190,Marco,434,1,1.0
674202,Marshall D. Teach,434,1,1.0
674446,Portgas D. Ace,434,1,1.0
674511,Rockstar,434,1,1.0
674596,Shanks,434,1,1.0
674667,Stronger,434,1,1.0
674783,Van Augur,434,1,1.0
674837,Yasopp,434,1,1.0
675158,Chimney,435,1,16.0
675205,Dago,435,1,3.0
675308,Footbianco,435,1,3.0
675315,Franky,435,1,19.0
675387,Gomorrah,435,1,3.0
675388,Gonbe,435,1,16.0
675496,Iceburg,435,1,4.0
675622,Kiev,435,1,6.0
675649,Kokoro,435,1,17.0
675655,Kop,435,1,4.0
675832,Monkey D. Luffy,435,1,21.0
675882,Nami,435,1,19.0
675907,Nico Robin,435,1,19.0
675951,Ottoland,435,1,3.0
675968,Paulie,435,1,9.0
675972,Peepley Lulu,435,1,5.0
676075,Roronoa Zoro,435,1,23.0
676110,Sanji,435,1,21.0
676127,Schollzo,435,1,4.0
676191,Sodom,435,1,3.0
676247,Tamagon,435,1,7.0
676270,Tilestone,435,1,6.0
676282,Tony Tony Chopper,435,1,10.0
676332,Usopp,435,1,8.0
676397,Yokozuna,435,1,11.0
676413,Zambai,435,1,9.0
676475,Attach,436,1,1.0
676713,Chimney,436,1,16.0
676760,Dago,436,1,4.0
676863,Footbianco,436,1,4.0
676870,Franky,436,1,19.0
676942,Gomorrah,436,1,4.0
676943,Gonbe,436,1,16.0
677051,Iceburg,436,1,5.0
677177,Kiev,436,1,7.0
677204,Kokoro,436,1,17.0
677313,Marumieta,436,1,1.0
677387,Monkey D. Luffy,436,1,22.0
677437,Nami,436,1,19.0
677462,Nico Robin,436,1,19.0
677506,Ottoland,436,1,4.0
677523,Paulie,436,1,10.0
677527,Peepley Lulu,436,1,6.0
677630,Roronoa Zoro,436,1,23.0
677665,Sanji,436,1,21.0
677682,Schollzo,436,1,5.0
677746,Sodom,436,1,4.0
677802,Tamagon,436,1,8.0
677825,Tilestone,436,1,7.0
677837,Tony Tony Chopper,436,1,11.0
677862,Tyrannosaurus,436,1,4.0
677944,Yamenahare,436,1,1.0
677952,Yokozuna,436,1,12.0
677968,Zambai,436,1,10.0
678268,Chimney,437,1,16.0
678315,Dago,437,1,5.0
678418,Footbianco,437,1,5.0
678425,Franky,437,1,19.0
678497,Gomorrah,437,1,5.0
678498,Gonbe,437,1,16.0
678606,Iceburg,437,1,6.0
678732,Kiev,437,1,8.0
678759,Kokoro,437,1,17.0
678868,Marumieta,437,1,2.0
678942,Monkey D. Luffy,437,1,22.0
678992,Nami,437,1,19.0
679017,Nico Robin,437,1,19.0
679061,Ottoland,437,1,5.0
679078,Paulie,437,1,10.0
679082,Peepley Lulu,437,1,7.0
679185,Roronoa Zoro,437,1,23.0
679220,Sanji,437,1,21.0
679237,Schollzo,437,1,6.0
679301,Sodom,437,1,5.0
679357,Tamagon,437,1,9.0
679380,Tilestone,437,1,7.0
679392,Tony Tony Chopper,437,1,12.0
679417,Tyrannosaurus,437,1,5.0
679499,Yamenahare,437,1,2.0
679507,Yokozuna,437,1,13.0
679523,Zambai,437,1,10.0
679666,Bogard,438,1,3.0
679980,Franky,438,1,20.0
680105,Helmeppo,438,1,4.0
680287,Kiev,438,1,9.0
680309,Koby,438,1,4.0
680496,Monkey D. Garp,438,1,4.0
680497,Monkey D. Luffy,438,1,23.0
680547,Nami,438,1,20.0
680572,Nico Robin,438,1,20.0
680740,Roronoa Zoro,438,1,24.0
680775,Sanji,438,1,21.0
680947,Tony Tony Chopper,438,1,13.0
680997,Usopp,438,1,9.0
681078,Zambai,438,1,11.0
681281,Chaka,439,1,1.0
681378,Chimney,439,1,17.0
681425,Dago,439,1,6.0
681528,Footbianco,439,1,6.0
681535,Franky,439,1,20.0
681607,Gomorrah,439,1,6.0
681608,Gonbe,439,1,17.0
681660,Helmeppo,439,1,5.0
681716,Iceburg,439,1,7.0
681721,Igaram,439,1,1.0
681822,Karoo,439,1,1.0
681825,Kashii,439,1,11.0
681842,Kiev,439,1,10.0
681864,Koby,439,1,5.0
681869,Kokoro,439,1,18.0
682051,Monkey D. Garp,439,1,5.0
682052,Monkey D. Luffy,439,1,23.0
682102,Nami,439,1,21.0
682112,Nefertari Cobra,439,1,1.0
682115,Nefertari Vivi,439,1,1.0
682127,Nico Robin,439,1,20.0
682157,Oimo,439,1,11.0
682171,Ottoland,439,1,6.0
682188,Paulie,439,1,11.0
682192,Peepley Lulu,439,1,8.0
682196,Pell,439,1,1.0
682295,Roronoa Zoro,439,1,24.0
682330,Sanji,439,1,21.0
682347,Schollzo,439,1,7.0
682408,Smoker,439,1,1.0
682411,Sodom,439,1,6.0
682475,Tashigi,439,1,1.0
682490,Tilestone,439,1,8.0
682502,Tony Tony Chopper,439,1,14.0
682552,Usopp,439,1,10.0
682617,Yokozuna,439,1,14.0
682633,Zambai,439,1,12.0
682824,Carne,440,1,1.0
682988,Dalton,440,1,1.0
683132,Genzo,440,1,1.0
683385,Kaya,440,1,1.0
683455,Kureha,440,1,1.0
683512,Makino,440,1,1.0
683605,Monkey D. Dragon,440,1,1.0
683672,Negikuma Maria,440,1,1.0
683688,Ninjin,440,1,1.0
683696,Nojiko,440,1,1.0
683742,Patty,440,1,2.0
683761,Piiman,440,1,1.0
684023,Tamanegi,440,1,1.0
684038,Terry Gilteo,440,1,1.0
684156,Woop Slap,440,1,1.0
684191,Zeff,440,1,3.0
685904,Brook,442,1,1.0
686200,Franky,442,1,19.0
686717,Monkey D. Luffy,442,1,22.0
686767,Nami,442,1,21.0
686792,Nico Robin,442,1,19.0
686960,Roronoa Zoro,442,1,21.0
686995,Sanji,442,1,21.0
687167,Tony Tony Chopper,442,1,15.0
687217,Usopp,442,1,10.0
687459,Brook,443,1,2.0
687755,Franky,443,1,19.0
688272,Monkey D. Luffy,443,1,22.0
688322,Nami,443,1,21.0
688347,Nico Robin,443,1,19.0
688515,Roronoa Zoro,443,1,21.0
688550,Sanji,443,1,21.0
688722,Tony Tony Chopper,443,1,16.0
688772,Usopp,443,1,11.0
689051,Cerberus,444,1,1.0
689052,Cerberus,444,1,2.0
689310,Franky,444,1,19.0
689448,Hildon,444,1,1.0
689827,Monkey D. Luffy,444,1,22.0
689877,Nami,444,1,21.0
689902,Nico Robin,444,1,19.0
690070,Roronoa Zoro,444,1,21.0
690105,Sanji,444,1,21.0
690277,Tony Tony Chopper,444,1,17.0
690327,Usopp,444,1,12.0
691003,Hildon,445,1,2.0
691369,MocDonald,445,1,1.0
691432,Nami,445,1,21.0
691832,Tony Tony Chopper,445,1,18.0
691871,Unigaro,445,1,1.0
691882,Usopp,445,1,13.0
692161,Cerberus,446,1,4.0
692162,Cerberus,446,1,3.0
692420,Franky,446,1,19.0
692577,Hogback,446,1,1.0
692937,Monkey D. Luffy,446,1,21.0
692987,Nami,446,1,21.0
693012,Nico Robin,446,1,19.0
693180,Roronoa Zoro,446,1,20.0
693215,Sanji,446,1,20.0
693387,Tony Tony Chopper,446,1,19.0
693437,Usopp,446,1,14.0
693451,Victoria Cindry,446,1,1.0
693686,Buhichuck,447,1,1.0
693716,Cerberus,447,1,6.0
693717,Cerberus,447,1,5.0
693975,Franky,447,1,19.0
694113,Hildon,447,1,3.0
694132,Hogback,447,1,2.0
694479,MocDonald,447,1,2.0
694492,Monkey D. Luffy,447,1,21.0
694542,Nami,447,1,21.0
694567,Nico Robin,447,1,19.0
694735,Roronoa Zoro,447,1,20.0
694770,Sanji,447,1,20.0
694942,Tony Tony Chopper,447,1,19.0
694981,Unigaro,447,1,2.0
694992,Usopp,447,1,15.0
695271,Cerberus,448,1,7.0
695272,Cerberus,448,1,8.0
695530,Franky,448,1,19.0
696047,Monkey D. Luffy,448,1,21.0
696097,Nami,448,1,21.0
696122,Nico Robin,448,1,19.0
696290,Roronoa Zoro,448,1,20.0
696325,Sanji,448,1,20.0
696424,Spoil,448,1,1.0
696497,Tony Tony Chopper,448,1,19.0
696547,Usopp,448,1,16.0
696642,Absalom,449,1,1.0
697085,Franky,449,1,19.0
697242,Hogback,449,1,3.0
697447,Kumashi,449,1,1.0
697602,Monkey D. Luffy,449,1,21.0
697652,Nami,449,1,21.0
697677,Nico Robin,449,1,19.0
697750,Perona,449,1,1.0
697845,Roronoa Zoro,449,1,20.0
697880,Sanji,449,1,20.0
697979,Spoil,449,1,2.0
698052,Tony Tony Chopper,449,1,19.0
698102,Usopp,449,1,17.0
698116,Victoria Cindry,449,1,2.0
698197,Absalom,450,1,2.0
698351,Buhichuck,450,1,2.0
698640,Franky,450,1,18.0
698671,Ganzui,450,1,1.0
698689,Gill Bastar,450,1,1.0
698797,Hogback,450,1,4.0
698886,John,450,1,1.0
699157,Monkey D. Luffy,450,1,21.0
699207,Nami,450,1,21.0
699232,Nico Robin,450,1,18.0
699400,Roronoa Zoro,450,1,20.0
699414,Ryuma,450,1,1.0
699435,Sanji,450,1,21.0
699607,Tony Tony Chopper,450,1,19.0
699657,Usopp,450,1,17.0
699671,Victoria Cindry,450,1,3.0
699752,Absalom,451,1,3.0
699906,Buhichuck,451,1,3.0
700195,Franky,451,1,18.0
700341,Hippo Gentleman,451,1,1.0
700393,Inuppe,451,1,1.0
700441,John,451,1,2.0
700557,Kumashi,451,1,2.0
700599,Lola,451,1,1.0
700712,Monkey D. Luffy,451,1,21.0
700762,Nami,451,1,21.0
700787,Nico Robin,451,1,18.0
700860,Perona,451,1,2.0
700936,Risky Brothers,451,1,2.0
700937,Risky Brothers,451,1,1.0
701162,Tony Tony Chopper,451,1,19.0
701212,Usopp,451,1,17.0
701461,Buhichuck,452,1,4.0
701750,Franky,452,1,19.0
701781,Ganzui,452,1,2.0
701990,Jigoro,452,1,1.0
701996,John,452,1,3.0
702267,Monkey D. Luffy,452,1,21.0
702342,Nico Robin,452,1,19.0
702687,Tararan,452,1,1.0
702862,Absalom,453,1,4.0
703009,Brook,453,1,3.0
703305,Franky,453,1,19.0
703336,Ganzui,453,1,3.0
703503,Inuppe,453,1,2.0
703545,Jigoro,453,1,2.0
703551,John,453,1,4.0
703872,Nami,453,1,20.0
703897,Nico Robin,453,1,19.0
704242,Tararan,453,1,2.0
704272,Tony Tony Chopper,453,1,19.0
704322,Usopp,453,1,17.0
704417,Absalom,454,1,5.0
704564,Brook,454,1,4.0
704860,Franky,454,1,19.0
704998,Hildon,454,1,4.0
705222,Kumashi,454,1,3.0
705264,Lola,454,1,2.0
705427,Nami,454,1,20.0
705452,Nico Robin,454,1,19.0
705525,Perona,454,1,3.0
705797,Tararan,454,1,3.0
705827,Tony Tony Chopper,454,1,19.0
705877,Usopp,454,1,17.0
705972,Absalom,455,1,6.0
706119,Brook,455,1,5.0
706415,Franky,455,1,19.0
706452,Gecko Moria,455,1,1.0
706572,Hogback,455,1,5.0
706777,Kumashi,455,1,4.0
706932,Monkey D. Luffy,455,1,19.0
706982,Nami,455,1,20.0
707007,Nico Robin,455,1,19.0
707080,Perona,455,1,4.0
707352,Tararan,455,1,4.0
707382,Tony Tony Chopper,455,1,19.0
707432,Usopp,455,1,17.0
707446,Victoria Cindry,455,1,4.0
707527,Absalom,456,1,7.0
707674,Brook,456,1,6.0
707970,Franky,456,1,19.0
708007,Gecko Moria,456,1,2.0
708127,Hogback,456,1,6.0
708210,Jigoro,456,1,3.0
708216,John,456,1,5.0
708332,Kumashi,456,1,5.0
708537,Nami,456,1,20.0
708562,Nico Robin,456,1,19.0
708635,Perona,456,1,5.0
708744,Ryuma,456,1,2.0
708937,Tony Tony Chopper,456,1,19.0
708987,Usopp,456,1,18.0
709001,Victoria Cindry,456,1,5.0
709082,Absalom,457,1,8.0
709525,Franky,457,1,20.0
709562,Gecko Moria,457,1,3.0
709682,Hogback,457,1,7.0
709887,Kumashi,457,1,6.0
710092,Nami,457,1,21.0
710117,Nico Robin,457,1,20.0
710142,Oars,457,1,1.0
710190,Perona,457,1,6.0
710492,Tony Tony Chopper,457,1,20.0
710542,Usopp,457,1,19.0
710556,Victoria Cindry,457,1,6.0
710637,Absalom,458,1,9.0
710784,Brook,458,1,7.0
711080,Franky,458,1,20.0
711117,Gecko Moria,458,1,4.0
711237,Hogback,458,1,8.0
711442,Kumashi,458,1,7.0
711597,Monkey D. Luffy,458,1,18.0
711672,Nico Robin,458,1,20.0
711697,Oars,458,1,2.0
711745,Perona,458,1,7.0
711840,Roronoa Zoro,458,1,14.0
711854,Ryuma,458,1,3.0
711875,Sanji,458,1,15.0
712047,Tony Tony Chopper,458,1,20.0
712097,Usopp,458,1,19.0
712111,Victoria Cindry,458,1,7.0
712339,Brook,459,1,8.0
712635,Franky,459,1,20.0
713152,Monkey D. Luffy,459,1,18.0
713227,Nico Robin,459,1,20.0
713395,Roronoa Zoro,459,1,14.0
713409,Ryuma,459,1,4.0
713430,Sanji,459,1,15.0
713602,Tony Tony Chopper,459,1,20.0
713652,Usopp,459,1,20.0
714190,Franky,460,1,19.0
714221,Ganzui,460,1,4.0
714227,Gecko Moria,460,1,5.0
714328,Hildon,460,1,5.0
714347,Hogback,460,1,9.0
714430,Jigoro,460,1,4.0
714436,John,460,1,6.0
714552,Kumashi,460,1,8.0
714707,Monkey D. Luffy,460,1,18.0
714782,Nico Robin,460,1,19.0
714807,Oars,460,1,3.0
714855,Perona,460,1,8.0
714950,Roronoa Zoro,460,1,14.0
714985,Sanji,460,1,15.0
715157,Tony Tony Chopper,460,1,19.0
715207,Usopp,460,1,21.0
715221,Victoria Cindry,460,1,8.0
715302,Absalom,461,1,10.0
715745,Franky,461,1,19.0
715782,Gecko Moria,461,1,6.0
715902,Hogback,461,1,10.0
715943,Inuppe,461,1,3.0
715985,Jigoro,461,1,5.0
716107,Kumashi,461,1,9.0
716262,Monkey D. Luffy,461,1,18.0
716337,Nico Robin,461,1,19.0
716362,Oars,461,1,4.0
716410,Perona,461,1,9.0
716505,Roronoa Zoro,461,1,14.0
716540,Sanji,461,1,15.0
716712,Tony Tony Chopper,461,1,19.0
716762,Usopp,461,1,21.0
716776,Victoria Cindry,461,1,9.0
716857,Absalom,462,1,11.0
717004,Brook,462,1,9.0
717300,Franky,462,1,20.0
717331,Ganzui,462,1,5.0
717662,Kumashi,462,1,10.0
717917,Oars,462,1,5.0
717965,Perona,462,1,10.0
718060,Roronoa Zoro,462,1,15.0
718074,Ryuma,462,1,5.0
718095,Sanji,462,1,15.0
718317,Usopp,462,1,22.0
718412,Absalom,463,1,12.0
718892,Gecko Moria,463,1,7.0
719372,Monkey D. Luffy,463,1,18.0
719650,Sanji,463,1,16.0
719967,Absalom,464,1,13.0
720772,Kumashi,464,1,11.0
721075,Perona,464,1,11.0
721205,Sanji,464,1,17.0
721427,Usopp,464,1,23.0
722327,Kumashi,465,1,12.0
722630,Perona,465,1,12.0
722982,Usopp,465,1,23.0
723224,Brook,466,1,8.0
723520,Franky,466,1,19.0
724185,Perona,466,1,13.0
724280,Roronoa Zoro,466,1,14.0
724294,Ryuma,466,1,6.0
724537,Usopp,466,1,23.0
724779,Brook,467,1,9.0
725075,Franky,467,1,19.0
725835,Roronoa Zoro,467,1,14.0
725849,Ryuma,467,1,7.0
726787,Hogback,468,1,11.0
726828,Inuppe,468,1,4.0
726870,Jigoro,468,1,6.0
727222,Nico Robin,468,1,17.0
727597,Tony Tony Chopper,468,1,16.0
727661,Victoria Cindry,468,1,10.0
727742,Absalom,469,1,14.0
727889,Brook,469,1,10.0
728185,Franky,469,1,19.0
728222,Gecko Moria,469,1,8.0
728342,Hogback,469,1,11.0
728689,MocDonald,469,1,2.0
728702,Monkey D. Luffy,469,1,15.0
728777,Nico Robin,469,1,17.0
728802,Oars,469,1,6.0
728945,Roronoa Zoro,469,1,14.0
728980,Sanji,469,1,14.0
729152,Tony Tony Chopper,469,1,16.0
729202,Usopp,469,1,21.0
729216,Victoria Cindry,469,1,10.0
729444,Brook,470,1,11.0
729740,Franky,470,1,18.0
729777,Gecko Moria,470,1,9.0
730257,Monkey D. Luffy,470,1,15.0
730332,Nico Robin,470,1,16.0
730357,Oars,470,1,7.0
730500,Roronoa Zoro,470,1,13.0
730535,Sanji,470,1,14.0
730707,Tony Tony Chopper,470,1,15.0
730757,Usopp,470,1,20.0
730852,Absalom,471,1,14.0
731295,Franky,471,1,18.0
731699,Lola,471,1,3.0
731862,Nami,471,1,10.0
731887,Nico Robin,471,1,16.0
731912,Oars,471,1,8.0
731960,Perona,471,1,13.0
732055,Roronoa Zoro,471,1,13.0
732090,Sanji,471,1,14.0
732262,Tony Tony Chopper,471,1,15.0
732312,Usopp,471,1,20.0
732478,Bartholomew Kuma,472,1,1.0
732850,Franky,472,1,19.0
733417,Nami,472,1,10.0
733442,Nico Robin,472,1,17.0
733467,Oars,472,1,9.0
733515,Perona,472,1,14.0
733610,Roronoa Zoro,472,1,13.0
733645,Sanji,472,1,14.0
733817,Tony Tony Chopper,472,1,16.0
733867,Usopp,472,1,20.0
734033,Bartholomew Kuma,473,1,2.0
734405,Franky,473,1,19.0
734922,Monkey D. Luffy,473,1,13.0
734972,Nami,473,1,10.0
734997,Nico Robin,473,1,17.0
735022,Oars,473,1,10.0
735070,Perona,473,1,15.0
735146,Risky Brothers,473,1,1.0
735147,Risky Brothers,473,1,2.0
735165,Roronoa Zoro,473,1,13.0
735200,Sanji,473,1,14.0
735372,Tony Tony Chopper,473,1,16.0
735411,Unigaro,473,1,1.0
735422,Usopp,473,1,20.0
735588,Bartholomew Kuma,474,1,3.0
735664,Brook,474,1,12.0
735960,Franky,474,1,19.0
735997,Gecko Moria,474,1,10.0
736477,Monkey D. Luffy,474,1,13.0
736552,Nico Robin,474,1,17.0
736577,Oars,474,1,11.0
736720,Roronoa Zoro,474,1,14.0
736755,Sanji,474,1,15.0
736927,Tony Tony Chopper,474,1,16.0
736977,Usopp,474,1,20.0
737219,Brook,475,1,13.0
737515,Franky,475,1,19.0
737552,Gecko Moria,475,1,11.0
738032,Monkey D. Luffy,475,1,13.0
738082,Nami,475,1,10.0
738107,Nico Robin,475,1,17.0
738132,Oars,475,1,12.0
738256,Risky Brothers,475,1,3.0
738257,Risky Brothers,475,1,4.0
738275,Roronoa Zoro,475,1,15.0
738310,Sanji,475,1,16.0
738482,Tony Tony Chopper,475,1,17.0
738532,Usopp,475,1,21.0
738774,Brook,476,1,13.0
739107,Gecko Moria,476,1,12.0
739474,Lola,476,1,3.0
739587,Monkey D. Luffy,476,1,14.0
739637,Nami,476,1,10.0
739662,Nico Robin,476,1,17.0
739687,Oars,476,1,13.0
739811,Risky Brothers,476,1,5.0
739812,Risky Brothers,476,1,6.0
739830,Roronoa Zoro,476,1,16.0
739865,Sanji,476,1,17.0
740037,Tony Tony Chopper,476,1,17.0
740087,Usopp,476,1,21.0
740662,Gecko Moria,477,1,13.0
741192,Nami,477,1,10.0
741217,Nico Robin,477,1,17.0
741242,Oars,477,1,14.0
741385,Roronoa Zoro,477,1,17.0
741420,Sanji,477,1,18.0
741592,Tony Tony Chopper,477,1,17.0
741642,Usopp,477,1,21.0
742217,Gecko Moria,478,1,13.0
742697,Monkey D. Luffy,478,1,14.0
742747,Nami,478,1,10.0
742797,Oars,478,1,15.0
742940,Roronoa Zoro,478,1,18.0
743197,Usopp,478,1,21.0
743446,Buhichuck,479,1,1.0
743772,Gecko Moria,479,1,13.0
743873,Hildon,479,1,2.0
744139,Lola,479,1,3.0
744252,Monkey D. Luffy,479,1,15.0
744302,Nami,479,1,10.0
744352,Oars,479,1,16.0
744476,Risky Brothers,479,1,7.0
744477,Risky Brothers,479,1,8.0
744752,Usopp,479,1,21.0
744994,Brook,480,1,10.0
745290,Franky,480,1,14.0
745694,Lola,480,1,4.0
745807,Monkey D. Luffy,480,1,16.0
745857,Nami,480,1,10.0
745882,Nico Robin,480,1,14.0
745907,Oars,480,1,15.0
746031,Risky Brothers,480,1,10.0
746032,Risky Brothers,480,1,9.0
746050,Roronoa Zoro,480,1,19.0
746085,Sanji,480,1,19.0
746257,Tony Tony Chopper,480,1,14.0
746307,Usopp,480,1,21.0
746549,Brook,481,1,10.0
746586,Cerberus,481,1,1.0
746587,Cerberus,481,1,2.0
746845,Franky,481,1,14.0
746882,Gecko Moria,481,1,12.0
746983,Hildon,481,1,3.0
747249,Lola,481,1,5.0
747349,MocDonald,481,1,2.0
747362,Monkey D. Luffy,481,1,16.0
747412,Nami,481,1,11.0
747437,Nico Robin,481,1,14.0
747462,Oars,481,1,16.0
747586,Risky Brothers,481,1,11.0
747587,Risky Brothers,481,1,12.0
747605,Roronoa Zoro,481,1,19.0
747640,Sanji,481,1,19.0
747812,Tony Tony Chopper,481,1,14.0
747851,Unigaro,481,1,2.0
747862,Usopp,481,1,21.0
747876,Victoria Cindry,481,1,5.0
748104,Brook,482,1,11.0
748400,Franky,482,1,15.0
748437,Gecko Moria,482,1,13.0
748804,Lola,482,1,6.0
748917,Monkey D. Luffy,482,1,16.0
748967,Nami,482,1,11.0
748992,Nico Robin,482,1,15.0
749141,Risky Brothers,482,1,13.0
749142,Risky Brothers,482,1,14.0
749160,Roronoa Zoro,482,1,19.0
749195,Sanji,482,1,19.0
749367,Tony Tony Chopper,482,1,15.0
749417,Usopp,482,1,21.0
749512,Absalom,483,1,7.0
749552,Asahija,483,1,1.0
749583,Bartholomew Kuma,483,1,4.0
749659,Brook,483,1,12.0
749915,Egana,483,1,1.0
749955,Franky,483,1,15.0
750029,Goo,483,1,1.0
750112,Hogback,483,1,4.0
750359,Lola,483,1,7.0
750387,Margarita,483,1,1.0
750522,Nami,483,1,12.0
750547,Nico Robin,483,1,15.0
750696,Risky Brothers,483,1,16.0
750697,Risky Brothers,483,1,15.0
750715,Roronoa Zoro,483,1,19.0
750750,Sanji,483,1,19.0
750849,Spoil,483,1,1.0
750922,Tony Tony Chopper,483,1,15.0
750972,Usopp,483,1,21.0
751138,Bartholomew Kuma,484,1,5.0
751214,Brook,484,1,13.0
751510,Franky,484,1,15.0
751914,Lola,484,1,8.0
752077,Nami,484,1,13.0
752102,Nico Robin,484,1,15.0
752251,Risky Brothers,484,1,17.0
752252,Risky Brothers,484,1,17.0
752270,Roronoa Zoro,484,1,19.0
752305,Sanji,484,1,19.0
752477,Tony Tony Chopper,484,1,15.0
752527,Usopp,484,1,21.0
752693,Bartholomew Kuma,485,1,6.0
752769,Brook,485,1,13.0
753065,Franky,485,1,15.0
753469,Lola,485,1,9.0
753582,Monkey D. Luffy,485,1,15.0
753632,Nami,485,1,14.0
753657,Nico Robin,485,1,16.0
753806,Risky Brothers,485,1,18.0
753807,Risky Brothers,485,1,17.0
753825,Roronoa Zoro,485,1,19.0
753860,Sanji,485,1,19.0
754032,Tony Tony Chopper,485,1,16.0
754082,Usopp,485,1,21.0
754177,Absalom,486,1,5.0
754324,Brook,486,1,14.0
754620,Franky,486,1,16.0
754777,Hogback,486,1,4.0
755024,Lola,486,1,10.0
755137,Monkey D. Luffy,486,1,15.0
755187,Nami,486,1,15.0
755212,Nico Robin,486,1,17.0
755361,Risky Brothers,486,1,19.0
755362,Risky Brothers,486,1,19.0
755415,Sanji,486,1,19.0
755587,Tony Tony Chopper,486,1,17.0
755637,Usopp,486,1,22.0
755879,Brook,487,1,15.0
756057,Crocus,487,1,1.0
756558,Laboon,487,1,1.0
756676,Mizuta Madaisuki,487,1,1.0
757262,Yorki,487,1,1.0
757434,Brook,488,1,16.0
757730,Franky,488,1,17.0
758134,Lola,488,1,11.0
758247,Monkey D. Luffy,488,1,16.0
758297,Nami,488,1,16.0
758471,Risky Brothers,488,1,18.0
758472,Risky Brothers,488,1,17.0
758525,Sanji,488,1,19.0
758697,Tony Tony Chopper,488,1,18.0
758747,Usopp,488,1,21.0
758989,Brook,489,1,16.0
759167,Crocus,489,1,2.0
759285,Franky,489,1,17.0
759668,Laboon,489,1,2.0
759689,Lola,489,1,12.0
759802,Monkey D. Luffy,489,1,17.0
759852,Nami,489,1,17.0
759877,Nico Robin,489,1,18.0
760026,Risky Brothers,489,1,19.0
760027,Risky Brothers,489,1,20.0
760045,Roronoa Zoro,489,1,19.0
760080,Sanji,489,1,20.0
760179,Spoil,489,1,2.0
760252,Tony Tony Chopper,489,1,19.0
760302,Usopp,489,1,21.0
760468,Bartholomew Kuma,490,1,7.0
760544,Brook,490,1,16.0
760563,Camie,490,1,1.0
760840,Franky,490,1,17.0
761244,Lola,490,1,13.0
761356,Monkey D. Garp,490,1,1.0
761357,Monkey D. Luffy,490,1,19.0
761407,Nami,490,1,18.0
761432,Nico Robin,490,1,18.0
761489,Pappag,490,1,1.0
761581,Risky Brothers,490,1,20.0
761582,Risky Brothers,490,1,19.0
761600,Roronoa Zoro,490,1,20.0
761635,Sanji,490,1,22.0
761664,Sengoku,490,1,1.0
761734,Spoil,490,1,3.0
761807,Tony Tony Chopper,490,1,19.0
761857,Usopp,490,1,23.0
762099,Brook,491,1,16.0
762118,Camie,491,1,2.0
762349,Duval,491,1,1.0
762395,Franky,491,1,17.0
762482,Gyaro,491,1,1.0
762807,Macro,491,1,2.0
762808,Macro,491,1,1.0
762912,Monkey D. Luffy,491,1,19.0
762962,Nami,491,1,19.0
762987,Nico Robin,491,1,18.0
763044,Pappag,491,1,2.0
763155,Roronoa Zoro,491,1,20.0
763190,Sanji,491,1,22.0
763330,Tansui,491,1,1.0
763362,Tony Tony Chopper,491,1,19.0
763412,Usopp,491,1,23.0
763654,Brook,492,1,17.0
763673,Camie,492,1,3.0
763904,Duval,492,1,2.0
763950,Franky,492,1,18.0
764037,Gyaro,492,1,2.0
764070,Hatchan,492,1,1.0
764362,Macro,492,1,4.0
764363,Macro,492,1,3.0
764467,Monkey D. Luffy,492,1,19.0
764517,Nami,492,1,20.0
764542,Nico Robin,492,1,19.0
764599,Pappag,492,1,3.0
764710,Roronoa Zoro,492,1,21.0
764745,Sanji,492,1,22.0
764885,Tansui,492,1,2.0
764917,Tony Tony Chopper,492,1,20.0
764967,Usopp,492,1,24.0
765209,Brook,493,1,17.0
765228,Camie,493,1,4.0
765459,Duval,493,1,3.0
765505,Franky,493,1,18.0
765592,Gyaro,493,1,3.0
765625,Hatchan,493,1,2.0
765917,Macro,493,1,6.0
765918,Macro,493,1,5.0
766022,Monkey D. Luffy,493,1,19.0
766072,Nami,493,1,21.0
766097,Nico Robin,493,1,19.0
766154,Pappag,493,1,4.0
766265,Roronoa Zoro,493,1,21.0
766300,Sanji,493,1,22.0
766440,Tansui,493,1,3.0
766472,Tony Tony Chopper,493,1,20.0
766522,Usopp,493,1,24.0
766764,Brook,494,1,18.0
766783,Camie,494,1,5.0
767014,Duval,494,1,4.0
767060,Franky,494,1,18.0
767180,Hatchan,494,1,3.0
767577,Monkey D. Luffy,494,1,20.0
767591,Motobaro,494,1,1.0
767627,Nami,494,1,21.0
767652,Nico Robin,494,1,19.0
767709,Pappag,494,1,5.0
767820,Roronoa Zoro,494,1,21.0
767855,Sanji,494,1,22.0
768027,Tony Tony Chopper,494,1,20.0
768077,Usopp,494,1,24.0
768319,Brook,495,1,19.0
768338,Camie,495,1,6.0
768569,Duval,495,1,5.0
768615,Franky,495,1,18.0
768735,Hatchan,495,1,4.0
769132,Monkey D. Luffy,495,1,21.0
769146,Motobaro,495,1,2.0
769182,Nami,495,1,21.0
769207,Nico Robin,495,1,19.0
769264,Pappag,495,1,6.0
769375,Roronoa Zoro,495,1,21.0
769410,Sanji,495,1,22.0
769582,Tony Tony Chopper,495,1,20.0
769632,Usopp,495,1,24.0
769874,Brook,496,1,20.0
769893,Camie,496,1,7.0
770124,Duval,496,1,6.0
770170,Franky,496,1,18.0
770290,Hatchan,496,1,5.0
770687,Monkey D. Luffy,496,1,21.0
